OTU.ID,taxonomy
OTU_483,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
OTU_5068,Unassigned
OTU_4720,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia
OTU_827,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Parvularculaceae; D_5__Amphiplicatus
OTU_1599,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__Phycisphaeraceae
OTU_395,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__Phycisphaeraceae; D_5__uncultured; D_6__uncultured organism
OTU_3140,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Jorgensenbacteria; D_4__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9; D_5__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9; D_6__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9
OTU_1417,D_0__Bacteria; D_1__Actinobacteria; D_2__RBG-16-55-12; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_5511,D_0__Bacteria; D_1__Planctomycetes; D_2__OM190; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1914,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Nitrosomonadaceae; D_5__MND1
OTU_705,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales; D_4__Bdellovibrionaceae; D_5__OM27 clade; D_6__metagenome
OTU_8630,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__Lentimicrobiaceae
OTU_4296,Unassigned
OTU_5337,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
OTU_4195,Unassigned
OTU_2743,D_0__Bacteria; D_1__Acidobacteria; D_2__Blastocatellia (Subgroup 4); D_3__11-24; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2007,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Pedosphaerales; D_4__Pedosphaeraceae
OTU_1437,D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2230,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_1963,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia
OTU_6954,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__PLTA13
OTU_673,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Microscillaceae
OTU_6823,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__SM2D12
OTU_5019,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Gammaproteobacteria Incertae Sedis; D_4__Unknown Family; D_5__uncultured
OTU_1058,Unassigned
OTU_2806,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__Rhodanobacteraceae; D_5__uncultured
OTU_5776,D_0__Bacteria; D_1__Acidobacteria; D_2__Acidobacteriia; D_3__Solibacterales; D_4__Solibacteraceae (Subgroup 3); D_5__Bryobacter
OTU_2712,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Microscillaceae; D_5__uncultured
OTU_1666,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2884,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__P3OB-42
OTU_1303,D_0__Bacteria; D_1__Latescibacteria
OTU_6075,Unassigned
OTU_4244,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales; D_4__DEV007
OTU_2175,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Diplorickettsiales; D_4__Diplorickettsiaceae; D_5__Aquicella
OTU_1194,D_0__Bacteria; D_1__Epsilonbacteraeota; D_2__Campylobacteria; D_3__Campylobacterales; D_4__Sulfurovaceae; D_5__Sulfurovum
OTU_7196,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodospirillales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1201,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__Phycisphaeraceae; D_5__SM1A02
OTU_5635,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Woykebacteria; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1011,D_0__Bacteria; D_1__Gemmatimonadetes; D_2__Gemmatimonadetes; D_3__Gemmatimonadales; D_4__Gemmatimonadaceae; D_5__uncultured
OTU_6459,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_1125,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Hyphomonadaceae
OTU_8161,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__Omnitrophia; D_3__Omnitrophales; D_4__Omnitrophaceae; D_5__Candidatus Omnitrophus; D_6__uncultured bacterium
OTU_690,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
OTU_891,Unassigned
OTU_3603,D_0__Bacteria; D_1__Omnitrophicaeota
OTU_1470,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__NB1-j
OTU_8322,Unassigned
OTU_2789,D_0__Bacteria; D_1__Nitrospirae; D_2__Nitrospira; D_3__Nitrospirales; D_4__Nitrospiraceae; D_5__Nitrospira; D_6__uncultured bacterium
OTU_3869,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Elsterales; D_4__uncultured
OTU_452,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales
OTU_2833,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_3977,D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia; D_3__SAR202 clade; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2034,D_0__Bacteria; D_1__Acidobacteria; D_2__Acidobacteriia; D_3__Solibacterales; D_4__Solibacteraceae (Subgroup 3)
OTU_5884,D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 17
OTU_1902,D_0__Bacteria; D_1__Planctomycetes; D_2__OM190
OTU_4123,D_0__Bacteria; D_1__Epsilonbacteraeota; D_2__Campylobacteria; D_3__Campylobacterales; D_4__Thiovulaceae; D_5__Sulfurimonas
OTU_2889,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Pedosphaerales; D_4__Pedosphaeraceae
OTU_3131,D_0__Bacteria; D_1__Latescibacteria; D_2__Latescibacteria; D_3__Latescibacterales; D_4__Latescibacteraceae
OTU_6460,Unassigned
OTU_2409,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Pedosphaerales; D_4__Pedosphaeraceae; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1001,Unassigned
OTU_1827,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia
OTU_4071,D_0__Bacteria; D_1__Omnitrophicaeota
OTU_934,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__1013-28-CG33
OTU_3976,D_0__Bacteria; D_1__Actinobacteria; D_2__Rubrobacteria; D_3__Rubrobacterales; D_4__Rubrobacteriaceae; D_5__Rubrobacter
OTU_3360,Unassigned
OTU_1436,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Saprospiraceae; D_5__uncultured
OTU_1145,D_0__Bacteria; D_1__Acidobacteria; D_2__Thermoanaerobaculia; D_3__Thermoanaerobaculales; D_4__Thermoanaerobaculaceae; D_5__TPD-58; D_6__uncultured bacterium
OTU_1647,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__uncultured
OTU_3272,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Pedosphaerales; D_4__Pedosphaeraceae
OTU_4677,D_0__Bacteria; D_1__Nitrospirae; D_2__Nitrospira; D_3__Nitrospirales; D_4__Nitrospiraceae; D_5__Leptospirillum
OTU_2339,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__bacteriap25; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1636,D_0__Bacteria; D_1__Rokubacteria; D_2__NC10; D_3__Rokubacteriales; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_4034,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_3801,D_0__Bacteria; D_1__Acidobacteria; D_2__Acidobacteriia; D_3__Subgroup 2; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_794,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Microscillaceae; D_5__uncultured
OTU_4295,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Midichloriaceae
OTU_3352,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Nomurabacteria; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa
OTU_1442,D_0__Bacteria; D_1__Acidobacteria; D_2__Aminicenantia; D_3__Aminicenantales
OTU_2269,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales
OTU_8831,D_0__Bacteria; D_1__Kiritimatiellaeota; D_2__Kiritimatiellae; D_3__WCHB1-41
OTU_3873,D_0__Bacteria; D_1__Omnitrophicaeota
OTU_6368,Unassigned
OTU_8627,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Nitrosomonadaceae; D_5__MND1
OTU_4291,Unassigned
OTU_727,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodospirillales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_3642,D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 17
OTU_1859,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__37-13
OTU_4301,Unassigned
OTU_1784,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Xanthobacteraceae; D_5__uncultured
OTU_2441,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Opitutales; D_4__Opitutaceae; D_5__Alterococcus; D_6__uncultured bacterium
OTU_1681,D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 5
OTU_3396,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales; D_4__Bdellovibrionaceae; D_5__OM27 clade
OTU_2813,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2310,Unassigned
OTU_6656,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__Omnitrophia; D_3__Omnitrophales; D_4__Omnitrophaceae; D_5__Candidatus Omnitrophus
OTU_4948,Unassigned
OTU_2062,D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__Absconditabacteriales (SR1)
OTU_3025,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__uncultured
OTU_2547,D_0__Bacteria; D_1__Planctomycetes; D_2__OM190
OTU_2444,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia
OTU_3253,Unassigned
OTU_5763,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__Omnitrophia; D_3__Omnitrophales; D_4__Omnitrophaceae; D_5__Candidatus Omnitrophus
OTU_3820,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__SBR1031
OTU_7982,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia
OTU_3604,D_0__Bacteria; D_1__Chloroflexi; D_2__Chloroflexia; D_3__Thermomicrobiales; D_4__JG30-KF-CM45
OTU_1667,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__NB1-j
OTU_1525,D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 6
OTU_4307,Unassigned
OTU_7517,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Sva0485
OTU_6581,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales; D_4__Bdellovibrionaceae; D_5__OM27 clade
OTU_1453,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales
OTU_3945,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales; D_4__Bdellovibrionaceae; D_5__OM27 clade
OTU_4112,Unassigned
OTU_2532,D_0__Bacteria; D_1__Latescibacteria
OTU_3826,D_0__Bacteria; D_1__Planctomycetes; D_2__Pla3 lineage; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1679,D_0__Bacteria; D_1__Elusimicrobia; D_2__Elusimicrobia; D_3__Lineage IV
OTU_2452,Unassigned
OTU_3147,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Micavibrionales
OTU_5391,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_1319,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__Phycisphaeraceae; D_5__SM1A02; D_6__uncultured bacterium
OTU_1471,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__SAR324 clade(Marine group B)
OTU_3144,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_5628,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__UBA9983; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_3825,Unassigned
OTU_3246,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__BIrii41
OTU_2004,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia; D_3__uncultured archaeon; D_4__uncultured archaeon; D_5__uncultured archaeon; D_6__uncultured archaeon
OTU_4396,D_0__Bacteria; D_1__Planctomycetes; D_2__OM190; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_7035,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__CCM11a
OTU_2664,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Cryomorphaceae; D_5__uncultured
OTU_2171,D_0__Bacteria; D_1__Epsilonbacteraeota; D_2__Campylobacteria; D_3__Campylobacterales; D_4__Sulfurovaceae; D_5__Sulfurovum
OTU_2860,D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Microtrichales
OTU_4717,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__SM2D12; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2610,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Haliangiaceae; D_5__Haliangium
OTU_4986,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Saprospiraceae
OTU_6435,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales
OTU_2349,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__SBR1031; D_4__A4b; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1675,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Sphingomonadales; D_4__Sphingomonadaceae
OTU_3442,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Chlamydiales; D_4__Simkaniaceae
OTU_1630,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Chitinibacteraceae; D_5__Iodobacter
OTU_7906,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Hyphomonadaceae; D_5__SWB02
OTU_2632,Unassigned
OTU_2254,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Gammaproteobacteria Incertae Sedis; D_4__Unknown Family; D_5__Candidatus Berkiella
OTU_1050,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__BIrii41
OTU_2164,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__uncultured; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_8500,D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Gemmatales; D_4__Gemmataceae; D_5__uncultured; D_6__uncultured bacterium
OTU_783,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__uncultured
OTU_6736,D_0__Bacteria; D_1__Acidobacteria; D_2__Acidobacteriia; D_3__Solibacterales; D_4__Solibacteraceae (Subgroup 3); D_5__Bryobacter
OTU_3711,D_0__Bacteria; D_1__Planctomycetes; D_2__Pla4 lineage
OTU_3381,D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 22
OTU_9254,Unassigned
OTU_3151,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured
OTU_3841,D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae
OTU_2415,D_0__Bacteria; D_1__Planctomycetes
OTU_1655,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Saprospiraceae
OTU_3405,D_0__Bacteria; D_1__Planctomycetes; D_2__OM190
OTU_3641,D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 6
OTU_2821,D_0__Bacteria; D_1__Elusimicrobia; D_2__Lineage IIc
OTU_2984,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__NB1-j
OTU_8808,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia; D_3__Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_42_17; D_4__Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_42_17; D_5__Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_42_17; D_6__Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_42_17
OTU_2981,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Saprospiraceae; D_5__Phaeodactylibacter
OTU_1603,D_0__Bacteria; D_1__Planctomycetes; D_2__Pla4 lineage
OTU_1234,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__BIrii41
OTU_2052,Unassigned
OTU_9238,D_0__Bacteria; D_1__Planctomycetes; D_2__Pla4 lineage
OTU_3863,D_0__Bacteria; D_1__Planctomycetes; D_2__028H05-P-BN-P5
OTU_2875,D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium
OTU_802,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Blfdi19
OTU_2162,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria
OTU_9242,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__bacteriap25; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_4886,Unassigned
OTU_2739,D_0__Bacteria; D_1__Latescibacteria
OTU_2238,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Vogelbacteria; D_4__Candidatus Vogelbacteria bacterium RIFOXYB1_FULL_42_16; D_5__Candidatus Vogelbacteria bacterium RIFOXYB1_FULL_42_16; D_6__Candidatus Vogelbacteria bacterium RIFOXYB1_FULL_42_16
OTU_3706,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales; D_4__Bdellovibrionaceae; D_5__OM27 clade
OTU_3865,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Micropepsales; D_4__Micropepsaceae; D_5__uncultured
OTU_5695,D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 6
OTU_6505,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__NS9 marine group
OTU_2524,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Saprospiraceae
OTU_1982,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria
OTU_2408,Unassigned
OTU_4690,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Thiomonas
OTU_1524,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__SM2D12
OTU_1498,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Sphingomonadales; D_4__Sphingomonadaceae
OTU_5705,Unassigned
OTU_2966,D_0__Bacteria; D_1__Actinobacteria; D_2__RBG-16-55-12; D_3__uncultured actinobacterium; D_4__uncultured actinobacterium; D_5__uncultured actinobacterium; D_6__uncultured actinobacterium
OTU_6519,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Coxiellales; D_4__Coxiellaceae; D_5__Coxiella
OTU_1555,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prevotellaceae; D_5__Prevotella 7
OTU_3522,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria
OTU_2520,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae
OTU_2601,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__uncultured
OTU_3248,D_0__Bacteria; D_1__Planctomycetes; D_2__OM190
OTU_9002,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Hyphomicrobiaceae; D_5__Hyphomicrobium
OTU_6827,D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria
OTU_2600,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__SM2D12
OTU_4854,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Blfdi19
OTU_992,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Methylophilaceae
OTU_3844,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Amesbacteria; D_4__Candidatus Amesbacteria bacterium GW2011_GWA2_42_12; D_5__Candidatus Amesbacteria bacterium GW2011_GWA2_42_12; D_6__Candidatus Amesbacteria bacterium GW2011_GWA2_42_12
OTU_4465,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Elsterales; D_4__uncultured
OTU_1564,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__Rhodanobacteraceae; D_5__Metallibacterium
OTU_2466,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_1839,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Microscillaceae; D_5__uncultured
OTU_5150,D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__IMCC26256
OTU_3503,Unassigned
OTU_1917,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Pedosphaerales; D_4__Pedosphaeraceae
OTU_1627,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia
OTU_1817,D_0__Bacteria; D_1__Planctomycetes; D_2__OM190; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1336,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Reyranellales; D_4__Reyranellaceae; D_5__uncultured; D_6__uncultured bacterium
OTU_3249,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Zambryskibacteria; D_4__Parcubacteria group bacterium GW2011_GWA2_40_14; D_5__Parcubacteria group bacterium GW2011_GWA2_40_14; D_6__Parcubacteria group bacterium GW2011_GWA2_40_14
OTU_2913,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Thiomicrospirales; D_4__Thiomicrospiraceae; D_5__Thiomicrorhabdus
OTU_1727,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales; D_4__Bdellovibrionaceae; D_5__OM27 clade
OTU_2647,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Family XVIII; D_5__uncultured
OTU_5139,D_0__Bacteria; D_1__Zixibacteria; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_9167,Unassigned
OTU_2539,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
OTU_1763,Unassigned
OTU_2294,D_0__Bacteria; D_1__Acidobacteria; D_2__Blastocatellia (Subgroup 4); D_3__Blastocatellales; D_4__Blastocatellaceae
OTU_2430,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__Omnitrophia; D_3__Omnitrophales; D_4__Omnitrophaceae; D_5__Candidatus Omnitrophus
OTU_2621,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales; D_4__Bdellovibrionaceae; D_5__OM27 clade
OTU_2420,D_0__Bacteria; D_1__Lentisphaerae; D_2__Lentisphaeria; D_3__Victivallales; D_4__Arctic95B-14
OTU_3032,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Gammaproteobacteria Incertae Sedis; D_4__Unknown Family; D_5__Acidibacter
